Record_ID,Task_ID,Device_ID,Server_ID,Task_Type,Device_Class,Mobility_Status,Data_Size_MB,Comp_Demand_Cycles,Bandwidth_Mbps,Latency_ms,CPU_Freq_GHz,Memory_MB,Task_Offloaded,Overload_Flag,Chaos_Flag,Energy_Consumption_J,Timestamp
5714,641,112,8,Video_Stream,Low-End,Static,4.76,2839247045,11.1,49.88,2.53,19655,Yes,Yes,Yes,18.23,2024-07-18 06:33:04
5715,1884,228,3,AR_VR_App,Low-End,Static,3.55,1075047008,80.28,45.19,4.0,7880,Yes,Yes,Yes,15.9,2024-01-24 20:11:48
5716,437,233,8,AR_VR_App,Mid-End,Static,1.86,7236170977,27.83,11.54,3.36,15972,Yes,Yes,No,13.87,2024-05-16 11:26:35
5717,205,50,8,AR_VR_App,Mid-End,Static,1.35,4694556226,75.52,22.96,3.88,21466,Yes,Yes,No,16.62,2024-02-23 01:25:30
5718,1054,331,2,Control_Command,Low-End,Slow,1.87,9558130492,11.43,10.94,3.54,6899,Yes,Yes,No,8.65,2024-02-24 20:56:17
5719,956,236,10,Data_Upload,Mid-End,Static,0.92,3947993046,81.67,25.97,4.15,6933,Yes,Yes,No,11.81,2024-03-15 23:45:42
5720,522,392,7,Data_Upload,Mid-End,Static,1.15,9507528581,12.07,39.94,3.29,27029,Yes,Yes,No,4.0,2024-03-04 03:11:50
5721,1645,257,6,Video_Stream,Mid-End,Static,0.97,4509748160,31.23,12.01,3.44,10643,Yes,Yes,No,11.65,2024-06-14 09:20:54
5722,1686,200,1,AR_VR_App,Mid-End,Slow,2.4,8105171280,34.15,44.62,2.59,12436,Yes,Yes,Yes,9.31,2024-01-31 03:04:50
5723,285,197,2,Video_Stream,High-End,Slow,4.08,5857260190,24.18,30.61,2.85,11789,Yes,Yes,No,18.48,2024-02-23 18:25:41
5724,837,1,4,Control_Command,Mid-End,Static,1.14,9173904607,53.3,38.7,3.45,7636,Yes,Yes,No,7.78,2024-04-08 13:14:12
5725,1416,451,2,AR_VR_App,Mid-End,Static,1.09,6538399925,35.53,7.03,2.51,14869,Yes,Yes,No,14.52,2024-06-10 06:14:52
5726,437,283,5,Video_Stream,Mid-End,Static,3.4,1102585530,99.4,9.22,2.53,4256,Yes,Yes,No,14.53,2024-05-10 23:57:46
5727,1163,365,3,Health_Monitor,Mid-End,Static,1.39,6820629116,62.2,32.94,4.08,28749,Yes,Yes,No,14.98,2024-01-23 09:02:30
5728,666,189,6,Control_Command,Mid-End,Slow,0.94,637741288,60.98,42.72,3.62,23948,Yes,Yes,Yes,14.42,2024-04-08 01:40:51
5729,659,125,9,Control_Command,Mid-End,Static,1.25,7453134939,29.88,44.32,2.5,21242,Yes,Yes,Yes,17.94,2024-06-03 10:40:56
5730,915,176,10,Control_Command,Mid-End,Slow,4.66,6556635541,46.78,35.98,3.13,20181,Yes,Yes,No,12.93,2024-07-09 19:26:45
5731,1438,279,7,Health_Monitor,Low-End,Slow,4.2,4656171379,21.16,14.04,4.09,28884,Yes,Yes,No,17.47,2024-05-15 05:05:31
5732,1572,428,5,Data_Upload,Low-End,Slow,2.09,4392745525,78.63,13.78,3.0,25742,Yes,Yes,No,14.29,2024-06-18 17:51:23
5733,1962,487,1,Data_Upload,Low-End,Slow,3.45,4822469717,39.8,44.66,4.46,10442,Yes,Yes,Yes,17.92,2024-07-18 11:23:37
5734,1720,424,1,Health_Monitor,Low-End,Static,2.92,6569987327,77.68,10.1,3.2,4988,Yes,Yes,No,15.25,2024-06-04 12:49:12
5735,777,395,1,Data_Upload,Low-End,Static,3.55,3747860686,43.45,35.87,4.85,5387,Yes,Yes,No,10.51,2024-06-26 19:35:44
5736,647,365,3,Health_Monitor,Mid-End,Static,3.57,5686257256,98.99,29.01,3.8,8223,Yes,Yes,No,7.23,2024-06-01 07:38:24
5737,530,139,7,Video_Stream,High-End,Static,3.33,5514702375,25.4,23.96,2.94,27415,Yes,Yes,No,18.41,2024-07-17 03:36:17
5738,137,356,9,Health_Monitor,Low-End,Static,1.7,1409234634,10.14,24.82,2.79,5366,Yes,Yes,No,4.81,2024-07-10 01:37:43
5739,390,102,6,Data_Upload,Low-End,Slow,0.68,3279620038,63.53,47.53,2.86,19600,Yes,Yes,Yes,17.72,2024-03-23 01:20:14
5740,198,287,7,Health_Monitor,Mid-End,Static,2.55,8667427418,95.77,43.76,4.26,32742,Yes,Yes,Yes,13.91,2024-03-11 05:09:28
5741,557,444,3,Health_Monitor,Mid-End,Static,4.51,3945986713,68.23,43.92,2.89,15612,Yes,Yes,Yes,13.18,2024-04-08 07:50:08
5742,406,311,8,AR_VR_App,High-End,Static,3.06,4279718084,17.72,23.3,4.85,6241,Yes,Yes,No,11.89,2024-02-26 21:55:24
5743,1615,408,10,Health_Monitor,Mid-End,Fast,4.25,3148593935,58.64,9.81,3.28,6231,Yes,Yes,No,7.62,2024-06-12 07:51:56
5744,457,318,6,Data_Upload,Low-End,Fast,4.96,9012608783,91.85,49.9,2.66,21947,Yes,Yes,Yes,13.14,2024-06-22 13:04:23
5745,1478,147,3,Control_Command,Mid-End,Slow,1.24,5760607662,10.59,11.54,2.9,4219,Yes,Yes,No,10.84,2024-04-03 04:40:41
5746,1111,352,2,Video_Stream,Low-End,Slow,3.61,8474939725,25.02,28.2,3.35,19774,Yes,Yes,No,9.49,2024-06-30 15:21:54
5747,1233,296,9,Health_Monitor,Mid-End,Slow,3.53,3163237863,83.31,16.91,2.81,14805,Yes,Yes,No,13.72,2024-02-11 20:01:09
5748,224,358,7,Data_Upload,Low-End,Slow,4.91,561758011,90.45,27.98,4.62,22806,Yes,Yes,No,3.93,2024-03-28 09:29:27
5749,1277,273,10,Data_Upload,Low-End,Fast,4.94,2510956042,73.64,18.72,4.89,30293,Yes,Yes,No,13.09,2024-04-29 23:39:26
5750,1184,434,10,AR_VR_App,Low-End,Fast,3.59,7234041802,99.24,45.36,4.39,10195,Yes,Yes,Yes,19.96,2024-03-04 14:33:56
5751,1253,355,9,Data_Upload,Mid-End,Static,1.6,8181055101,18.12,48.58,4.04,26284,Yes,Yes,Yes,3.25,2024-05-18 03:01:52
5752,1219,12,4,Control_Command,Mid-End,Fast,4.09,9959672887,59.11,23.45,4.5,13387,Yes,Yes,No,10.8,2024-03-28 15:29:10
5753,1401,143,4,Data_Upload,Low-End,Static,0.98,3073581698,71.65,8.16,2.89,14672,Yes,Yes,No,10.44,2024-07-18 05:12:55
5754,144,167,6,Control_Command,High-End,Static,4.01,9564190045,73.24,34.85,3.44,31668,Yes,Yes,No,3.79,2024-06-08 07:25:07
5755,130,269,2,Video_Stream,Mid-End,Static,4.6,2974735052,81.41,21.95,3.03,14972,Yes,Yes,No,11.13,2024-02-10 22:55:18
5756,1475,94,10,Health_Monitor,Mid-End,Static,2.22,9918126360,92.59,49.37,3.66,17946,Yes,Yes,Yes,5.13,2024-03-31 23:03:04
5757,1065,106,1,Video_Stream,Mid-End,Static,3.34,6970211053,42.55,9.02,2.94,26048,Yes,Yes,No,16.89,2024-07-19 23:30:16
5758,1715,275,10,Health_Monitor,High-End,Static,2.44,4246140004,13.87,10.36,4.54,7655,Yes,Yes,No,18.26,2024-03-12 13:32:57
5759,1038,201,3,Video_Stream,Mid-End,Static,2.47,3506952646,42.62,36.47,4.5,23340,Yes,Yes,No,16.92,2024-06-15 23:55:55
5760,974,313,5,Control_Command,High-End,Static,1.9,4462484252,70.45,39.14,3.42,31671,Yes,Yes,No,18.74,2024-07-06 18:37:13
5761,990,92,2,Health_Monitor,High-End,Fast,3.93,8465960929,29.21,26.2,4.31,17408,Yes,Yes,No,13.83,2024-06-25 05:58:21
5762,1457,236,9,Health_Monitor,Low-End,Slow,4.71,4576870541,82.9,17.48,3.56,23076,Yes,Yes,No,17.26,2024-05-09 05:35:18
5763,1768,60,1,Video_Stream,High-End,Slow,4.73,9195465401,29.78,18.94,3.21,30157,Yes,Yes,No,11.24,2024-04-12 15:47:16
5764,1457,235,3,AR_VR_App,Low-End,Slow,1.29,4164769170,10.91,20.21,3.19,7285,Yes,Yes,No,16.33,2024-04-29 00:56:36
5765,539,184,5,AR_VR_App,Low-End,Static,4.44,3812306368,55.73,15.14,3.73,12202,Yes,Yes,No,19.06,2024-06-25 09:00:40
5766,1873,409,1,Video_Stream,Low-End,Static,3.82,195901575,75.38,43.28,2.53,31705,Yes,Yes,Yes,9.16,2024-02-11 09:50:05
5767,423,360,4,Data_Upload,Low-End,Static,1.64,7754197493,41.47,7.93,4.28,30658,Yes,Yes,No,17.1,2024-02-23 19:21:00
5768,1353,233,10,Video_Stream,Mid-End,Slow,0.8,6522561779,77.4,23.33,3.47,13614,Yes,Yes,No,10.8,2024-02-20 19:57:55
5769,932,388,1,Control_Command,Mid-End,Static,1.71,6983262696,49.46,38.64,2.85,32533,Yes,Yes,No,13.22,2024-05-06 02:24:05
5770,1546,436,7,Control_Command,Mid-End,Static,4.6,7308029139,25.45,5.17,4.09,25871,Yes,Yes,No,17.95,2024-04-16 23:18:29
5771,1885,127,1,Data_Upload,Mid-End,Slow,3.35,8193683225,18.15,44.51,4.38,13066,Yes,Yes,Yes,17.92,2024-02-14 13:12:35
5772,900,101,3,AR_VR_App,Mid-End,Static,3.74,7690743352,73.95,36.78,2.79,25240,Yes,Yes,No,15.49,2024-04-17 09:56:55
5773,85,135,4,Control_Command,High-End,Slow,1.66,3641697309,44.71,8.3,2.76,26896,Yes,Yes,No,7.97,2024-02-29 08:13:11
5774,869,233,4,Control_Command,Mid-End,Slow,3.74,8633769094,92.15,45.27,3.47,20401,Yes,Yes,Yes,4.01,2024-04-02 00:21:32
5775,2,68,7,Health_Monitor,Mid-End,Static,0.63,9979206538,58.62,26.93,4.12,18264,Yes,Yes,No,19.77,2024-02-17 13:43:54
5776,207,87,5,Health_Monitor,Mid-End,Slow,2.19,608612999,41.36,34.35,3.95,4691,Yes,Yes,No,12.45,2024-03-19 13:47:08
5777,412,236,8,Data_Upload,Mid-End,Slow,3.32,4896215411,41.41,44.69,4.94,19974,Yes,Yes,Yes,4.44,2024-02-18 04:29:47
5778,601,108,3,Control_Command,High-End,Static,1.16,1954168563,21.83,44.65,3.6,20373,Yes,Yes,Yes,19.29,2024-03-07 19:10:06
5779,1946,454,8,Video_Stream,Low-End,Slow,4.2,8957372087,63.44,23.39,3.37,28063,Yes,Yes,No,10.5,2024-04-10 21:26:18
5780,121,429,9,AR_VR_App,Low-End,Static,1.56,8224292740,62.4,15.7,4.4,20312,Yes,Yes,No,19.34,2024-05-27 03:28:42
5781,1481,137,9,Data_Upload,Mid-End,Static,3.44,2502632254,82.0,16.58,4.89,7694,Yes,Yes,No,8.89,2024-06-06 12:42:11
5782,1566,377,9,Video_Stream,High-End,Fast,2.32,2368997326,28.11,39.47,4.73,22647,Yes,Yes,No,18.41,2024-07-20 20:49:53
5783,9,265,1,Video_Stream,High-End,Slow,3.18,3669754642,36.17,46.82,3.53,11529,Yes,Yes,Yes,17.43,2024-04-04 20:04:51
5784,1665,469,9,Data_Upload,Low-End,Static,0.98,9512610120,18.75,8.25,4.08,31364,Yes,Yes,No,10.75,2024-04-01 22:07:01
5785,312,387,8,Data_Upload,Low-End,Slow,0.58,5827408996,36.58,5.68,2.86,32592,Yes,Yes,No,7.97,2024-02-17 01:44:46
5786,824,333,2,Control_Command,High-End,Slow,4.59,6490159093,48.53,42.03,4.29,29317,Yes,Yes,Yes,15.46,2024-03-06 11:34:40
5787,1228,63,3,AR_VR_App,Low-End,Static,1.71,3988925144,96.76,22.4,3.38,4226,Yes,Yes,No,17.38,2024-05-01 06:34:41
5788,829,230,7,Control_Command,Mid-End,Static,4.19,2337097397,68.78,17.44,3.06,30238,Yes,Yes,No,3.25,2024-04-20 19:21:28
5789,1837,466,3,Video_Stream,Low-End,Static,5.0,4325565636,80.46,13.48,2.84,12074,Yes,Yes,No,6.43,2024-06-12 21:38:57
5790,500,375,2,Control_Command,Mid-End,Static,1.45,3749504640,39.3,20.59,3.14,25927,Yes,Yes,No,10.02,2024-05-05 17:21:43
5791,909,238,4,Control_Command,High-End,Static,1.69,7216378609,23.01,48.72,3.78,15520,Yes,Yes,Yes,6.14,2024-06-22 04:38:41
5792,1934,479,9,AR_VR_App,Mid-End,Static,3.48,5324922358,33.1,48.97,4.74,23931,Yes,Yes,Yes,7.25,2024-03-29 00:20:44
5793,650,349,2,Health_Monitor,High-End,Fast,4.84,9188424169,33.08,19.92,3.15,20246,Yes,Yes,No,11.51,2024-07-16 18:41:54
5794,145,247,1,AR_VR_App,Mid-End,Static,4.62,3934852818,62.48,48.37,2.64,23850,Yes,Yes,Yes,9.2,2024-07-23 05:39:40
5795,401,386,10,Control_Command,Mid-End,Fast,2.76,7142221420,40.73,18.49,4.45,12041,Yes,Yes,No,18.85,2024-07-09 04:36:03
5796,927,159,7,Health_Monitor,Low-End,Slow,4.08,1146024463,87.17,43.45,4.45,22944,Yes,Yes,Yes,17.23,2024-02-28 13:47:30
5797,686,38,1,Video_Stream,Mid-End,Slow,1.11,4280190930,98.97,14.54,2.67,32524,Yes,Yes,No,6.14,2024-06-16 09:44:04
5798,1585,244,6,AR_VR_App,High-End,Static,4.9,8098011018,40.9,42.19,2.96,13554,Yes,Yes,Yes,19.09,2024-02-05 23:16:20
5799,755,7,5,Data_Upload,High-End,Static,4.84,166923307,73.46,20.92,2.9,26543,Yes,Yes,No,6.3,2024-04-26 09:04:11
5800,1626,360,8,Video_Stream,Low-End,Slow,1.24,3086798298,69.17,13.81,3.65,20340,Yes,Yes,No,12.94,2024-07-14 22:09:43
5801,483,394,3,Health_Monitor,High-End,Slow,1.85,7455889853,27.5,47.07,3.12,6938,Yes,Yes,Yes,7.87,2024-05-09 16:40:03
5802,100,77,3,Video_Stream,Mid-End,Static,0.95,8310622127,92.62,14.64,4.37,12251,Yes,Yes,No,7.48,2024-03-09 15:58:55
5803,1227,443,1,Data_Upload,Low-End,Static,1.72,5604986686,27.95,49.63,4.04,23998,Yes,Yes,Yes,11.96,2024-04-22 17:03:48
5804,1232,257,4,Data_Upload,High-End,Static,4.17,2357193172,76.33,9.89,4.19,21346,Yes,Yes,No,19.07,2024-05-30 10:26:34
5805,605,37,10,AR_VR_App,Mid-End,Static,2.2,6097249420,41.28,5.45,3.45,14615,Yes,Yes,No,9.83,2024-04-02 15:34:28
5806,749,409,10,AR_VR_App,Mid-End,Slow,0.9,6387376952,43.04,44.19,3.75,24374,Yes,Yes,Yes,7.42,2024-06-04 08:19:44
5807,786,350,6,Control_Command,High-End,Fast,2.04,9584757804,50.99,31.4,4.2,5129,Yes,Yes,No,6.88,2024-04-10 23:08:33
5808,1995,66,5,Control_Command,Low-End,Slow,4.92,4299104030,87.81,23.97,3.82,25747,Yes,Yes,No,7.91,2024-02-14 11:07:43
5809,267,100,7,Video_Stream,Mid-End,Static,3.33,4640752841,22.62,8.69,2.69,29868,Yes,Yes,No,10.28,2024-05-06 11:23:11
5810,1737,472,10,Data_Upload,High-End,Slow,2.37,6925393162,14.91,30.87,3.41,9267,Yes,Yes,No,17.78,2024-02-15 23:06:28
5811,506,332,1,Video_Stream,Mid-End,Slow,1.25,8845825921,46.18,22.72,4.93,14610,Yes,Yes,No,8.01,2024-02-12 02:47:32
5812,250,261,3,Health_Monitor,Mid-End,Static,4.94,5359488839,15.0,26.76,3.75,28561,Yes,Yes,No,7.27,2024-03-24 03:24:32
5813,439,312,4,Health_Monitor,Low-End,Static,4.19,6269230357,71.88,33.37,3.53,15729,Yes,Yes,No,12.55,2024-03-05 20:56:47
5814,1632,463,6,Control_Command,Low-End,Static,1.77,8085060895,78.43,33.8,4.72,30927,Yes,Yes,No,12.85,2024-02-06 03:04:46
5815,1762,42,4,Video_Stream,Mid-End,Slow,0.82,5722939394,86.92,48.23,4.16,8265,Yes,Yes,Yes,10.3,2024-04-05 20:10:34
5816,387,448,7,Health_Monitor,Mid-End,Fast,0.75,2382792233,76.95,34.48,3.57,8751,Yes,Yes,No,5.84,2024-05-28 00:23:21
5817,1486,49,10,Control_Command,High-End,Static,1.04,3643478228,92.47,20.27,3.99,20549,Yes,Yes,No,5.84,2024-05-10 18:31:14
5818,496,302,10,Video_Stream,High-End,Static,3.11,3260988004,77.35,19.83,3.34,20205,Yes,Yes,No,11.6,2024-02-26 17:27:49
5819,616,71,3,Data_Upload,Mid-End,Static,4.68,211245275,94.25,26.47,4.51,16046,Yes,Yes,No,7.49,2024-05-29 18:45:03
5820,985,246,8,Health_Monitor,Mid-End,Static,2.74,5362179012,27.38,16.67,4.29,30604,Yes,Yes,No,5.18,2024-07-16 19:23:03
5821,656,2,7,Health_Monitor,Mid-End,Fast,4.29,7700388343,54.99,21.94,3.04,4615,Yes,Yes,No,2.96,2024-07-19 04:32:23
5822,137,323,3,Data_Upload,Mid-End,Fast,2.51,5434147113,99.45,42.9,3.27,10199,Yes,Yes,Yes,4.85,2024-05-05 00:30:21
5823,580,388,9,Control_Command,High-End,Static,3.69,4330342778,71.34,43.69,2.51,32600,Yes,Yes,Yes,17.05,2024-06-28 06:55:27
5824,173,62,10,Health_Monitor,Mid-End,Static,3.79,8265875147,89.08,33.25,4.48,31236,Yes,Yes,No,5.23,2024-01-24 15:28:22
5825,2,368,5,Data_Upload,High-End,Static,1.28,1109734414,12.74,31.23,2.73,25283,Yes,Yes,No,2.55,2024-07-20 19:27:15
5826,1143,336,2,Control_Command,Mid-End,Static,2.13,9076240596,88.46,24.22,3.93,9945,Yes,Yes,No,9.35,2024-04-20 08:53:31
5827,857,27,9,AR_VR_App,Mid-End,Static,3.37,9902500058,72.79,33.62,4.62,31246,Yes,Yes,No,18.74,2024-07-10 19:13:40
5828,498,342,8,Control_Command,Mid-End,Static,0.82,7036435987,25.37,41.27,4.92,17010,Yes,Yes,Yes,11.63,2024-07-16 22:10:48
5829,1144,67,8,Health_Monitor,Low-End,Static,2.13,9212130932,12.31,38.2,3.3,22389,Yes,Yes,No,2.68,2024-02-02 22:06:49
5830,790,369,1,Control_Command,Mid-End,Slow,2.91,4041272770,33.39,6.6,2.96,31818,Yes,Yes,No,14.91,2024-05-16 06:08:09
5831,1401,378,4,Health_Monitor,Mid-End,Static,4.98,4737005589,92.42,37.9,4.97,28832,Yes,Yes,No,9.51,2024-07-13 19:03:38
5832,965,145,7,Control_Command,Mid-End,Slow,2.64,8251276390,70.13,37.4,2.97,13735,Yes,Yes,No,15.95,2024-03-20 06:21:53
5833,1969,214,6,AR_VR_App,Low-End,Fast,4.17,7933663989,92.75,9.45,2.88,31555,Yes,Yes,No,12.94,2024-02-11 13:21:50
5834,149,436,9,Control_Command,Low-End,Static,2.44,9463859272,50.15,11.76,4.81,23483,Yes,Yes,No,4.94,2024-02-26 18:42:09
5835,842,327,8,AR_VR_App,Low-End,Static,4.08,7717405311,94.3,40.46,4.84,27970,Yes,Yes,Yes,10.76,2024-04-22 01:51:12
5836,855,57,9,Health_Monitor,Mid-End,Static,3.18,7075112759,51.67,30.15,3.7,4980,Yes,Yes,No,12.22,2024-05-10 18:02:27
5837,219,286,4,Control_Command,High-End,Static,4.49,4083168451,28.38,41.97,4.1,24799,Yes,Yes,Yes,11.26,2024-04-29 06:12:25
5838,183,456,8,Data_Upload,High-End,Fast,2.35,752347127,23.63,13.31,3.54,20608,Yes,Yes,No,16.28,2024-04-27 04:07:21
5839,516,211,6,AR_VR_App,High-End,Slow,3.22,5166528009,99.44,6.38,4.82,27256,Yes,Yes,No,17.37,2024-04-18 09:05:37
5840,570,455,9,Video_Stream,High-End,Static,3.34,7271873606,40.05,12.29,4.59,28177,Yes,Yes,No,14.17,2024-06-09 04:17:28
5841,198,193,10,AR_VR_App,Low-End,Slow,2.38,1355104774,24.4,25.37,3.79,11770,Yes,Yes,No,3.15,2024-04-06 10:53:33
5842,1398,400,1,Control_Command,Low-End,Static,1.15,9211538046,10.76,28.55,3.62,11013,Yes,Yes,No,8.67,2024-05-25 10:41:15
5843,1467,114,6,AR_VR_App,Low-End,Slow,0.92,4409752724,35.7,43.6,4.22,32530,Yes,Yes,Yes,8.96,2024-03-30 07:45:26
5844,1050,122,10,Control_Command,Mid-End,Slow,0.58,1409368859,90.02,37.23,4.16,7326,Yes,Yes,No,6.39,2024-01-23 22:58:49
5845,458,360,10,Health_Monitor,High-End,Slow,4.43,1192995108,58.06,49.57,2.7,13103,Yes,Yes,Yes,9.98,2024-06-16 14:19:52
5846,113,479,2,Health_Monitor,High-End,Slow,1.56,3800701093,66.92,8.54,3.2,25659,Yes,Yes,No,5.78,2024-03-18 11:05:53
5847,709,103,3,Data_Upload,High-End,Slow,1.45,1737202020,93.02,10.86,3.6,15415,Yes,Yes,No,15.72,2024-07-05 18:46:11
5848,1959,155,9,Video_Stream,Mid-End,Slow,3.81,6945447173,56.16,8.8,3.9,22192,Yes,Yes,No,17.1,2024-02-01 16:51:33
5849,1253,74,5,Health_Monitor,Mid-End,Slow,1.94,4052424074,85.45,29.23,2.98,10631,Yes,Yes,No,18.85,2024-06-29 17:46:38
5850,360,354,5,Data_Upload,Low-End,Static,2.78,8168442743,39.14,17.01,3.3,17254,Yes,Yes,No,2.75,2024-02-06 12:57:08
5851,1409,175,1,Video_Stream,Mid-End,Static,1.23,6915934586,97.94,35.76,3.76,14294,Yes,Yes,No,11.93,2024-01-24 22:24:38
5852,1465,14,10,Data_Upload,Mid-End,Static,4.82,1515962989,17.09,10.97,4.75,20076,Yes,Yes,No,6.16,2024-05-19 11:57:43
5853,1122,386,2,Health_Monitor,Low-End,Static,4.33,2386197426,75.23,9.64,3.47,26763,Yes,Yes,No,11.79,2024-04-08 12:53:05
5854,1328,167,9,Video_Stream,Mid-End,Static,4.39,4765780548,69.45,25.71,3.24,24206,Yes,Yes,No,3.74,2024-02-19 00:11:15
5855,712,55,7,Health_Monitor,Mid-End,Fast,2.33,5383559830,27.25,21.92,4.63,23945,Yes,Yes,No,15.89,2024-04-21 06:46:40
5856,1045,470,4,Control_Command,Mid-End,Static,3.93,9405126988,45.0,42.31,3.08,14877,Yes,Yes,Yes,7.66,2024-05-04 12:54:29
5857,927,26,7,Video_Stream,High-End,Static,1.15,6276228157,38.15,42.69,4.01,8294,Yes,Yes,Yes,12.42,2024-01-25 03:41:22
5858,1722,44,10,Data_Upload,Mid-End,Slow,0.54,5004819171,18.5,10.28,3.53,29869,Yes,Yes,No,16.44,2024-05-12 17:54:53
5859,175,69,2,Control_Command,High-End,Slow,0.59,568880298,62.63,41.55,4.77,29131,Yes,Yes,Yes,10.1,2024-03-13 03:05:07
5860,279,38,5,Data_Upload,Mid-End,Static,3.14,5589975900,99.43,30.39,4.22,14121,Yes,Yes,No,19.87,2024-06-06 18:43:32
5861,1995,336,9,Health_Monitor,Mid-End,Static,2.55,1834979961,60.36,27.66,4.72,27814,Yes,Yes,No,16.59,2024-03-02 14:57:13
5862,208,12,2,Health_Monitor,Mid-End,Slow,2.83,3563424273,59.07,9.26,4.15,23303,Yes,Yes,No,9.91,2024-02-23 17:44:46
5863,1627,105,3,Control_Command,Mid-End,Fast,0.53,3273160986,13.63,38.28,3.91,31164,Yes,Yes,No,14.83,2024-01-24 05:39:58
5864,775,244,5,Control_Command,Mid-End,Slow,2.4,9307921880,22.53,7.68,3.54,17277,Yes,Yes,No,14.22,2024-07-09 09:06:25
5865,1408,364,5,Video_Stream,Mid-End,Static,3.73,525616020,56.19,17.5,4.03,11856,Yes,Yes,No,3.26,2024-03-20 17:08:15
5866,305,490,8,Data_Upload,Mid-End,Slow,2.49,8095075699,98.67,9.29,4.47,16086,Yes,Yes,No,8.99,2024-05-03 13:37:41
5867,728,273,7,AR_VR_App,Mid-End,Static,3.79,3695637395,88.89,28.88,3.58,15665,Yes,Yes,No,11.7,2024-04-08 13:16:15
5868,992,281,3,Health_Monitor,Low-End,Static,1.55,4021453909,40.62,34.04,4.1,20358,Yes,Yes,No,9.76,2024-05-11 06:37:58
5869,1789,192,5,AR_VR_App,Mid-End,Static,4.16,8791747818,58.87,45.09,3.61,11104,Yes,Yes,Yes,5.68,2024-06-08 09:48:41
5870,1379,88,8,AR_VR_App,Low-End,Slow,3.15,4344441437,59.74,38.02,2.74,4230,Yes,Yes,No,14.08,2024-02-19 15:58:04
5871,31,139,5,Control_Command,Mid-End,Static,1.45,3601419347,71.68,48.25,3.9,4447,Yes,Yes,Yes,19.79,2024-07-09 15:59:47
5872,125,146,2,Data_Upload,Low-End,Static,1.57,7062846754,71.9,39.24,2.66,19699,Yes,Yes,No,8.46,2024-03-04 05:05:33
5873,431,164,10,AR_VR_App,Mid-End,Fast,3.33,2167796590,81.08,18.41,3.99,10588,Yes,Yes,No,19.3,2024-04-22 15:48:00
5874,861,259,2,Data_Upload,Mid-End,Fast,4.23,6315513947,12.25,29.64,4.6,9629,Yes,Yes,No,15.74,2024-01-24 13:04:45
5875,708,339,1,Control_Command,Mid-End,Slow,2.37,5816508817,94.93,25.61,2.89,15479,Yes,Yes,No,8.24,2024-07-22 07:13:33
5876,1315,326,6,AR_VR_App,Mid-End,Static,1.66,2260635630,16.31,30.47,3.99,13388,Yes,Yes,No,9.84,2024-02-20 06:54:06
5877,459,87,1,AR_VR_App,Mid-End,Static,4.4,7627512944,52.85,30.74,2.65,17973,Yes,Yes,No,13.47,2024-04-04 01:27:56
5878,1058,488,8,Health_Monitor,Mid-End,Static,3.51,9882136254,92.76,36.59,3.18,20773,Yes,Yes,No,15.59,2024-02-26 14:21:53
5879,743,327,1,AR_VR_App,Low-End,Slow,2.52,7393577785,53.89,8.74,2.81,15598,Yes,Yes,No,15.57,2024-05-09 12:03:32
5880,1978,367,8,Video_Stream,High-End,Static,2.7,6401794411,15.73,38.6,2.56,18170,Yes,Yes,No,13.72,2024-01-31 05:50:12
5881,1551,364,6,Control_Command,Mid-End,Static,1.42,9510143596,30.63,11.47,4.61,26449,Yes,Yes,No,4.47,2024-07-11 07:14:42
5882,1870,239,9,Video_Stream,Mid-End,Static,3.32,2335848058,62.08,6.18,3.52,28701,Yes,Yes,No,17.45,2024-05-24 09:40:38
5883,341,265,3,AR_VR_App,Mid-End,Fast,2.11,1348693997,17.91,28.35,2.88,28116,Yes,Yes,No,7.18,2024-02-22 15:19:53
5884,839,194,7,AR_VR_App,Mid-End,Slow,4.98,5804182832,48.13,31.17,4.09,9445,Yes,Yes,No,5.57,2024-05-27 20:01:45
5885,1361,128,2,Video_Stream,High-End,Fast,2.66,1985500190,39.62,6.57,4.75,22301,Yes,Yes,No,6.21,2024-05-28 04:38:23
5886,1194,122,5,Health_Monitor,Low-End,Slow,2.69,2124047199,83.37,28.19,3.75,13585,Yes,Yes,No,3.21,2024-04-15 14:33:32
5887,1170,244,1,Health_Monitor,Mid-End,Static,3.05,8697794145,19.91,29.06,4.57,13117,Yes,Yes,No,15.38,2024-05-30 14:09:27
5888,1742,47,5,Video_Stream,Mid-End,Slow,4.63,1562654164,71.45,7.36,4.61,18716,Yes,Yes,No,3.41,2024-02-25 03:59:42
5889,1574,434,8,Video_Stream,Mid-End,Static,4.1,3592633218,46.59,37.02,4.38,9776,Yes,Yes,No,3.23,2024-02-19 00:46:12
5890,320,320,10,Control_Command,Low-End,Fast,2.53,979350813,62.9,14.46,3.19,19884,Yes,Yes,No,2.53,2024-02-24 05:39:47
5891,1053,365,3,Health_Monitor,Low-End,Slow,3.73,8328546359,28.5,40.75,3.67,5042,Yes,Yes,Yes,2.58,2024-04-20 18:12:16
5892,374,112,6,Data_Upload,Low-End,Static,3.14,8359954131,64.87,18.99,2.86,14483,Yes,Yes,No,14.4,2024-01-26 08:36:39
5893,371,303,4,AR_VR_App,Low-End,Fast,2.72,5022334824,70.66,26.51,4.8,12334,Yes,Yes,No,11.17,2024-02-05 12:27:25
